Prefix,Firstname,Lastname,Prefix_1,Firstname_1,Lastname_1,P-Levenschtein Distance,F-Levenschtein Distance,L-Levenschtein Distance,P-Jaccard,F-Jaccard,L-Jaccard,P-jaroWinkler,F-jaroWinkler,L-jaroWinkler,sum,Label
dave,david,smithuchida,leozilla,david,leonhartsberger,0,1,0.066666667,0.166666667,0.5,0.153846154,0.46,1,0.38,3.727179487,F
davidkellerman,david,kellerman,rayden,david,killeffer,0.285714286,1,0.444444444,0.25,0.5,0.333333333,0.46,1,0.75,5.023492063,F
douglethin,lethin,doug,dougkent,kent,doug,0.5,0.166666667,1,0.388888889,0.3,0.5,0.89,0,1,4.745555556,F
james,james,radvan,monocongo,james,adams,0,1,0.333333333,0.071428571,0.5,0.272727273,0.44,1,0.7,4.317489177,F
jasongui,jason,gui,jason,jason,bodnar,0.625,1,0,0.384615385,0.5,0,0.93,1,0,4.439615385,F
jcollier,john,collier,jsinglet,john,singleton,0.25,1,0.111111111,0.25,0.5,0.25,0.63,1,0.48,4.471111111,F
jepstein,jeff,epstein,jvfield,jeff,field,0.25,1,0.142857143,0.2,0.5,0.166666667,0.54,1,0.45,4.24952381,F
jhg,jim,garrison,standingbear,jim,bear,0.083333333,1,0.125,0.066666667,0.5,0.166666667,0,1,0.58,3.521666667,F
jhunsley,john,hunsley,jcollier,john,collier,0.25,1,0.142857143,0.1875,0.5,0.142857143,0.63,1,0.52,4.373214286,F
jtyrrell,jim,tyrrell,standingbear,jim,bear,0.166666667,1,0.142857143,0.15,0.5,0.181818182,0.47,1,0,3.611341991,F
jvolkar,john,volkar,jcollier,john,collier,0.5,1,0.428571429,0.266666667,0.5,0.230769231,0.72,1,0.64,5.286007326,F
kevin,kevin,kevin,khaiduk,kevin,haiduk,0.285714286,1,0,0.166666667,0.5,0.181818182,0.61,1,0.46,4.204199134,F
ksteppe,kevin,steppe,kdougan,kevin,dougan,0.142857143,1,0,0.071428571,0.5,0,0.49,1,0,3.204285714,F
logjuser,jakarta,logj,logjuser,maillist,logj,1,0.125,1,0.5,0.133333333,0.5,1,0.51,1,5.768333333,F
logjuser,logj,,logjuser,logjmailinglist,logjmailinglist,1,0.266666667,0,0.5,0.210526316,0,1,0.85,0,3.827192982,F
logjuser,logjuserloggingapacheorg,logjuserloggingapacheorg,logjuser,log,posting,1,0.125,0.208333333,0.5,0.111111111,0.193548387,1,0.8,0.52,4.457992832,F
mark,mark,derricutt,mfrost,mark,frost,0.333333333,1,0.222222222,0.2,0.5,0.142857143,0.65,1,0,4.048412698,F
mark,mark,masse,markhoward,mark,howard,0.4,1,0,0.285714286,0.5,0.090909091,0.88,1,0.46,4.616623377,F
mmccown,mike,mccown,mike,mike,papper,0.142857143,1,0,0.090909091,0.5,0,0.52,1,0,3.253766234,F
mrobkin,michael,robkin,michael,michael,duergner,0.142857143,1,0.125,0.142857143,0.5,0.142857143,0.1,1,0.53,3.683571429,F
noreply,ceki,glc,cgu,ceki,lc,0,1,0.666666667,0,0.5,0.4,0,1,0.89,4.456666667,F
rkjensrud,roger,kjensrud,rtucker,roger,tucker,0.222222222,1,0.125,0.3125,0.5,0.285714286,0.7,1,0.63,4.775436508,F
scottnesbitt,scott,nesbitt,chaddscott,scott,,0.333333333,1,0,0.227272727,0.5,0,0.57,1,0,3.630606061,F
vpyang,v,yang,kenshin,steven,yang,0,0.166666667,1,0.076923077,0.142857143,0.5,0.44,0,1,3.326446886,F
webmaster,martin,martin,kindlerm,martin,kindler,0.111111111,1,0,0.176470588,0.5,0.230769231,0.46,1,0,3.47835093,F
aaronk,aaron,kamienski,drizzt,aaron,aaron,0,1,0.222222222,0.083333333,0.5,0.142857143,0.44,1,0.54,3.928412698,F
ak,amit,kumar,basantbibhar,basant,kumar,0.083333333,0.333333333,1,0.071428571,0.2,0.5,0.53,0.61,1,4.328095238,F
buttafoo,robert,powers,apache,robert,macomber,0.125,1,0.25,0.071428571,0.5,0.214285714,0.43,1,0.63,4.220714286,F
chris,chris,jones,cknlist,chris,naude,0.428571429,1,0,0.25,0.5,0.2,0.71,1,0.6,4.688571429,F
csingh,chandan,singh,rksingh,rakesh,singh,0.714285714,0.142857143,1,0.384615385,0.153846154,0.5,0.85,0,1,4.745604396,F
danielabrecht,daniel,abrecht,widdis,daniel,widdis,0.076923077,1,0,0.105263158,0.5,0,0.33,1,0,3.012186235,F
dbabits,david,babits,drrobison,david,robison,0.333333333,1,0.285714286,0.25,0.5,0.230769231,0.7,1,0.64,4.93981685,F
dejatony,tony,tony,tonythompson,tony,thompson,0.166666667,1,0.25,0.2,0.5,0.25,0.61,1,0.63,4.606666667,F
ditdatdave,dave,watkins,apacheorg,dave,latham,0,1,0.285714286,0.157894737,0.5,0.153846154,0,1,0.54,3.637455176,F
dkarr,david,karr,david,david,phillips,0.2,1,0,0.2,0.5,0,0.64,1,0,3.54,F
dtonhofer,david,tonhofer,daviddurham,david,durham,0.090909091,1,0.125,0.15,0.5,0.142857143,0.48,1,0.43,3.918766234,F
elihusmails,mark,mark,markt,mark,thomas,0.181818182,1,0.166666667,0.125,0.5,0.2,0,1,0,3.173484848,F
ericzundel,eric,ayers,activemq,eric,abbott,0.1,1,0.166666667,0.166666667,0.5,0.090909091,0.45,1,0.51,3.984242424,F
gunterze,gunter,zeilinger,gunter,gunter,gunter,0.75,1,0.333333333,0.428571429,0.5,0.266666667,0.95,1,0.5,5.728571429,F
jae,john,eikenberry,johnl,john,el,0.2,1,0.1,0.125,0.5,0.083333333,0.56,1,0.58,4.148333333,F
jameslawless,james,lawless,jstauffe,james,stauffer,0.25,1,0.125,0.2,0.5,0.2,0.57,1,0.51,4.355,F
jdnovotny,jason,novotny,jaseb,jason,bell,0.111111111,1,0,0.071428571,0.5,0,0.49,1,0,3.172539683,F
jeffsawatzky,jeff,sawatzky,jeffsinger,jeff,singer,0.416666667,1,0.125,0.227272727,0.5,0.071428571,0.78,1,0.49,4.610367965,F
johnl,john,el,doranjayster,john,doran,0.166666667,1,0,0.176470588,0.5,0,0.52,1,0,3.363137255,F
klavergne,kevin,lavergne,kevin,kevin,jamieson,0.333333333,1,0.25,0.285714286,0.5,0.1875,0.1,1,0.58,4.236547619,F
logjuser,,logjuser,logjuser,logjuserjakartaapacheorg,logjuserjakartaapacheorg,1,0,0.333333333,0.5,0,0.25,1,0,0.87,3.953333333,F
logjuser,logj,list,logjuser,logjuserjakarta,logjuserjakartaapacheorg,1,0.266666667,0.125,0.5,0.210526316,0.107142857,1,0.85,0.1,4.15933584,F
logjuser,logjuserloggingapacheorg,,logjuser,,,1,0,,0.5,0,,1,0,0,,F
mcdoma,mcdowell,mark,markzeltser,zeltser,mark,0.090909091,0.125,1,0.117647059,0.133333333,0.5,0.1,0,1,3.066889483,F
mike,mike,calmus,mjblecha,mike,blecha,0.25,1,0,0.166666667,0.5,0.25,0.63,1,0,3.796666667,F
muthamji,lalpop,kumar,techbeesadigest,sarat,kumar,0.133333333,0.166666667,1,0.173913043,0.090909091,0.5,0.59,0.46,1,4.114822134,F
nicogonzalez,nicolas,gonzalez,johnnygonzalezl,johnny,gonzalez,0.533333333,0,1,0.37037037,0.153846154,0.5,0.77,0.37,1,4.697549858,F
oskarberger,oskar,berger,bberger,bart,berger,0.545454545,0.2,1,0.333333333,0.222222222,0.5,0,0.63,1,4.431010101,F
rabbitwkx,,,ulrichkleeberger,ulrichkleebergerwittweidende,,0.125,0,,0.16,0,,0.51,0,0,,F
rloren,robert,loren,robert,robert,varga,0.333333333,1,0.2,0.333333333,0.5,0.1,0.72,1,0.47,4.656666667,F
rloren,robert,loren,thu,robert,fischer,0,1,0.142857143,0,0.5,0.166666667,0,1,0.45,3.25952381,F
sathishkumar,sathish,kumar,mkumar,modha,kumar,0.416666667,0.142857143,1,0.277777778,0.166666667,0.5,0.42,0,1,3.923968254,F
scott,scott,rogers,suthsc,scott,sutherland,0.166666667,1,0.2,0.272727273,0.5,0.1875,0.62,1,0.51,4.456893939,F
start,eric,liang,ericscheie,eric,scheie,0.1,1,0,0.133333333,0.5,0.090909091,0.43,1,0,3.254242424,F
stefanrufer,stefan,rufer,stefanborovac,stefan,borovac,0.538461538,1,0.142857143,0.291666667,0.5,0.083333333,0.83,1,0.45,4.836318681,F
timhood,tim,hood,timwei,tim,weitm,0.428571429,1,0,0.230769231,0.5,0,0.75,1,0,3.909340659,F
ulrichkleeberger,ulrichkleebergerwittweidende,,smrititalwar,smriti,,0.1875,0.142857143,,0.142857143,0.117647059,,0.53,0.47,0,,F
walkerj,john,walker,jae,john,eikenberry,0.285714286,1,0.2,0.3,0.5,0.1875,0,1,0.6,4.073214286,F
warjort,adrian,brock,adrian,adrian,pitulac,0.142857143,1,0,0.153846154,0.5,0.083333333,0.54,1,0,3.42003663,F
air,a,ir,auxboard,a,board,0.25,1,0.2,0.181818182,0.5,0.142857143,0.54,1,0,3.814675325,F
ajtalati,ashish,talati,ashish,ashish,singh,0.125,1,0,0.142857143,0.5,0.090909091,0.1,1,0,2.958766234,F
akornev,andrew,kornev,rexxe,andrew,berman,0.142857143,1,0.166666667,0.166666667,0.5,0.25,0,1,0.56,3.786190476,F
alessioronchi,,alessioronchiinwindit,logjuserfaq,,logjuserfaq,0.076923077,,0.095238095,0.25,,0.1875,0.55,0,0.5,,F
cchen,chris,chen,chuisman,chris,huisman,0.25,1,0.142857143,0.230769231,0.5,0.181818182,0.1,1,0,3.405444555,F
chingshenchen,chingshen,chen,mecho,echo,chen,0.230769231,0.111111111,1,0.166666667,0.230769231,0.5,0.52,0.57,1,4.329316239,F
chris,chris,smith,chriscustine,chris,custine,0.416666667,1,0.285714286,0.294117647,0.5,0.25,0.88,1,0.57,5.196498599,F
dan,daniel,heidebrecht,danielfritz,daniel,fritz,0.272727273,1,0.090909091,0.214285714,0.5,0.1875,0.83,1,0.43,4.525422078,F
davidjanovy,david,janovy,dcapwell,david,capwell,0.090909091,1,0.142857143,0.105263158,0.5,0.076923077,0.53,1,0.44,3.885952469,F
dcapwell,david,capwell,davidwood,david,wood,0.222222222,1,0.142857143,0.176470588,0.5,0.090909091,0.61,1,0,3.742459044,F
dkramer,david,kramer,rayden,david,killeffer,0.285714286,1,0.333333333,0.307692308,0.5,0.2,0.66,1,0.65,4.936739927,F
ericpieters,eric,pieters,eric,eric,lindvall,0.363636364,1,0.125,0.266666667,0.5,0.066666667,0.87,1,0.42,4.611969697,F
fanweiweijlu,david,fan,gray,david,gray,0,1,0.25,0.0625,0.5,0.142857143,0.44,1,0.53,3.925357143,F
jason,jason,dillon,mail,jason,calabrese,0.2,1,0.111111111,0.111111111,0.5,0.066666667,0.48,1,0.43,3.898888889,F
logjuser,logj,paduffyciscocom,logjuser,,,1,0,0,0.5,0,0,1,0,0,2.5,F
logjuser,logjuserjakartaapacheorg,,bothnea,andreas,,0.25,0.125,,0.133333333,0.161290323,,0.51,0,0,,F
markdouglas,mark,douglas,mark,mark,anderson,0.363636364,1,0,0.266666667,0.5,0.266666667,0.87,1,0.51,4.776969697,F
me,tom,klonikowski,tomhsu,tom,hsu,0.166666667,1,0.090909091,0.125,0.5,0.071428571,0,1,0,2.954004329,F
mwelch,martin,welch,bosakmjava,martin,bosak,0,1,0,0.0625,0.5,0,0,1,0,2.5625,F
oliverwork,oliver,burn,oliverschrenk,oliver,schrenk,0.615384615,1,0.285714286,0.347826087,0.5,0.181818182,0.88,1,0.6,5.41074317,F
rfarivar,reza,farivar,rezarazavipour,reza,razavipour,0.357142857,1,0.3,0.318181818,0.5,0.352941176,0.1,1,0.71,4.638265852,F
someidiot,kris,bell,krispulakman,kris,pulakman,0.083333333,1,0.125,0.142857143,0.5,0.083333333,0.3,1,0.46,3.69452381,F
subscriber,eric,schwarzenbach,ericscheie,eric,scheie,0.2,1,0.307692308,0.25,0.5,0.210526316,0.53,1,0.76,4.758218623,F
tbsandee,ben,sandee,newreaders,ben,ben,0.2,1,0.166666667,0.333333333,0.5,0.222222222,0.58,1,0.5,4.502222222,F
vinodhl,vinodh,lakshminarayan,vinodh,vinodh,srinivasasainagendra,0.857142857,1,0.2,0.461538462,0.5,0.264705882,0.97,1,0,5.253387201,F
akashseo,akash,singh,rsingh,randip,singh,0.125,0.166666667,1,0.142857143,0.090909091,0.5,0.53,0.46,1,4.0154329,F
akki,akshay,kumar,ram,ram,kumar,0,0.166666667,1,0.142857143,0.111111111,0.5,0.53,0.5,1,3.950634921,F
alessioronchi,,alessioronchiinwindit,dyf,,dyf,0,,0.047619048,0,,0.041666667,0,0,0,,F
charles,charles,charles,notdunnyet,charles,dunn,0.1,1,0,0.058823529,0.5,0,0.41,1,0,3.068823529,F
chris,chris,hane,chris,chris,jones,1,1,0.4,0.5,0.5,0.222222222,1,1,0.63,6.252222222,F
cknlist,chris,naude,chrischang,chris,chang,0.2,1,0,0.235294118,0.5,0.2,0.62,1,0,3.755294118,F
daniszhang,eric,zhang,efaces,eric,scheie,0.1,1,0.166666667,0.125,0.5,0.090909091,0.51,1,0.46,3.952575758,F
davidmyersscibearspace,david,myers,davidyou,david,you,0.272727273,1,0.2,0.2,0.5,0.125,0.8,1,0.51,4.607727273,F
eduardoito,eduardo,ito,ito,eduardo,ito,0.3,1,1,0.230769231,0.5,0.5,0,1,1,5.530769231,T
epugh,eric,pugh,ewhauser,eric,hauser,0.25,1,0.166666667,0.230769231,0.5,0.2,0.59,1,0,3.937435897,F
ericnewton,eric,newton,ericproust,eric,ifrance,0.4,1,0,0.3,0.5,0.153846154,0.81,1,0.44,4.603846154,F
gimier,andrew,forkalsrud,andrew,andrew,munn,0.166666667,1,0,0.166666667,0.5,0.071428571,0.39,1,0,3.294761905,F
ivanmi,ivan,mitic,ivan,ivan,jouikov,0.666666667,1,0.142857143,0.4,0.5,0.083333333,0.93,1,0.45,5.172857143,F
jae,john,eikenberry,walkerj,john,walker,0.285714286,1,0.2,0.3,0.5,0.1875,0,1,0.6,4.073214286,F
johnbanks,john,banks,jbrunton,john,brunton,0.222222222,1,0.285714286,0.294117647,0.5,0.166666667,0.1,1,0.61,4.178720822,F
kangotam,kannan,g,igl,igor,g,0.125,0,1,0.090909091,0,0.5,0,0,1,2.715909091,F
lindquip,peter,lindquist,peterdepasquale,peter,depasquale,0.2,1,0.2,0.217391304,0.5,0.263157895,0.46,1,0.53,4.370549199,F
logjuser,logj,user,logjuser,logjmailinglist,logjmailinglist,1,0.266666667,0,0.5,0.210526316,0.052631579,1,0.85,0,3.879824561,F
mcox,matt,cox,mattf,matt,foley,0.2,1,0.2,0.111111111,0.5,0.125,0.54,1,0.51,4.186111111,F
mgius,mark,gius,markbenussi,mark,benussi,0.272727273,1,0.285714286,0.25,0.5,0.272727273,0.49,1,0.6,4.671168831,F
moorejim,jim,moore,jbm,john,moore,0.25,0.25,1,0.181818182,0.142857143,0.5,0,0.57,1,3.894675325,F
pono,daniel,takamori,ksw,daniel,kim,0,1,0.25,0,0.5,0.272727273,0,1,0,3.022727273,F
psmith,paul,smith,anthonysmith,anthony,smith,0.416666667,0,1,0.277777778,0.090909091,0.5,0.5,0.46,1,4.245353535,F
psuskeels,mario,jr,karlkelleyjr,karl,jr,0.25,0.4,1,0.19047619,0.222222222,0.5,0.51,0.63,1,4.702698413,F
roger,roger,kjensrud,rstasko,roger,stasko,0.142857143,1,0.125,0.166666667,0.5,0.142857143,0.5,1,0,3.577380952,F
shunter,steve,hunter,steve,steve,pringle,0.285714286,1,0.142857143,0.25,0.5,0.230769231,0.1,1,0,3.509340659,F
simonparkmail,simon,simon,simonlitwan,simon,litwan,0.461538462,1,0.333333333,0.333333333,0.5,0.181818182,0.81,1,0.58,5.20002331,F
stevej,steve,johnson,stevebendiola,steve,bendiola,0.384615385,1,0.125,0.263157895,0.5,0.133333333,0.84,1,0.51,4.756106613,F
stevemcroberts,steve,mcroberts,smactaggart,steve,mactaggart,0.214285714,1,0.3,0.24,0.5,0.210526316,0.64,1,0.58,4.68481203,F
brettchenderson,brett,henderson,brett,brett,henderson,0.333333333,1,1,0.25,0.5,0.5,0.87,1,1,6.453333333,T
carnold,curt,arnold,arnold,ken,arnold,0.857142857,0,1,0.461538462,0,0.5,0.95,0,1,4.768681319,F
chris,chris,jones,christhunes,chris,thunes,0.454545455,1,0.5,0.3125,0.5,0.272727273,0.89,1,0.7,5.629772727,F
davidwood,david,wood,dbuddrige,david,buddrige,0.222222222,1,0.125,0.222222222,0.5,0.083333333,0.59,1,0.46,4.202777778,F
digital,robert,leftwich,thu,robert,fischer,0.142857143,1,0.125,0.1,0.5,0.333333333,0,1,0.61,3.811190476,F
dimalinux,,,logjuser,logjuserloggingapacheorg,,0,0,,0.117647059,0,,0.49,0,0,,F
dkramer,david,kramer,dberenguer,david,vargas,0.4,1,0,0.235294118,0.5,0.166666667,0.62,1,0.39,4.311960784,F
dpb,david,britton,davidnault,david,nault,0.1,1,0.142857143,0.076923077,0.5,0.166666667,0.53,1,0.45,3.966446886,F
ericjain,eric,jain,erichamacher,eric,hamacher,0.416666667,1,0.125,0.25,0.5,0.083333333,0.81,1,0.46,4.645,F
fzammett,frank,zammetti,fsa,frank,apap,0.25,1,0.125,0.181818182,0.5,0.083333333,0.68,1,0.46,4.280151515,F
henry,henry,robinson,robbierobinson,robbie,robinson,0.142857143,0,1,0.157894737,0.181818182,0.5,0.42,0,1,3.402570062,F
hoju,jacob,,logjuser,logjuserloggingapacheorg,,0.375,0.166666667,,0.25,0.137931034,,0.71,0,0,,F
james,james,radvan,staufferjames,james,stauffer,0.384615385,1,0.125,0.277777778,0.5,0.142857143,0,1,0.43,3.860250305,F
jeff,jeff,nichols,jeff,jeff,drost,1,1,0.142857143,0.5,0.5,0.166666667,1,1,0,5.30952381,F
jpreston,john,preston,jlindwall,john,lindwall,0.111111111,1,0,0.117647059,0.5,0.066666667,0.54,1,0,3.335424837,F
ksw,daniel,kim,danielcruver,daniel,cruver,0,1,0,0,0.5,0,0,1,0,2.5,F
lancesemmens,lance,semmens,lhaig,lance,haig,0.083333333,1,0,0.117647059,0.5,0,0.57,1,0,3.270980392,F
logjuser,logj,email,logjuser,log,apache,1,0.75,0.166666667,0.5,0.428571429,0.181818182,1,0.94,0.46,5.427056277,F
logjuserinfo,,logjuserinfo,logjuser,,,0.666666667,,0,0.4,,0,0.93,0,0,,F
mchase,michael,chase,mam,michael,mcangus,0.333333333,1,0.142857143,0.222222222,0.5,0.25,0.1,1,0,3.548412698,F
mfriedmann,michael,friedmann,mike,michael,schronen,0.2,1,0.111111111,0.214285714,0.5,0.235294118,0.71,1,0.56,4.530690943,F
michaelbrennan,michael,brennan,mchase,michael,chase,0.357142857,1,0,0.25,0.5,0.166666667,0.76,1,0,4.033809524,F
mike,mike,calmus,dunnigan,mike,dunnigan,0.125,1,0,0.083333333,0.5,0.142857143,0,1,0.43,3.281190476,F
mosullivan,mark,sull,markayad,mark,ayad,0.2,1,0,0.111111111,0.5,0,0.54,1,0,3.351111111,F
mrk,michael,krysiak,mbrooke,michael,brooke,0.428571429,1,0.142857143,0.3,0.5,0.153846154,0.69,1,0.54,4.755274725,F
mteiken,matt,teiken,mattf,matt,foley,0.142857143,1,0.166666667,0.166666667,0.5,0.090909091,0.61,1,0.46,4.137099567,F
scottchu,scott,chu,chaddscott,scott,,0.2,1,0,0.388888889,0.5,0,0,1,0,3.088888889,F
scottwang,scott,wang,chaddscott,scott,,0.1,1,0,0.315789474,0.5,0,0,1,0,2.915789474,F
thomasjohnson,thomas,johnson,tcm,thomas,moorer,0.153846154,1,0.142857143,0.125,0.5,0.153846154,0.65,1,0.54,4.265549451,F
thwm,thomas,wiedmann,thomaspapke,thomas,papke,0.272727273,1,0,0.2,0.5,0.153846154,0.74,1,0.44,4.306573427,F
tim,tim,watts,tim,tim,fox,1,1,0,0.5,0.5,0,1,1,0,5,F
wrightd,dave,wright,dlwester,dave,westerman,0.125,1,0.111111111,0.266666667,0.5,0.2,0.51,1,0.1,3.812777778,F
,belllori,belllori,,,,,0,0,,0,0,0,0,0,,F
abde,martin,nyolt,mwelch,martin,welch,0,1,0,0.1,0.5,0.1,0.47,1,0.47,3.64,F
cburkey,christopher,email,ataru,christopher,bensonmanica,0.142857143,1,0.333333333,0.166666667,0.5,0.235294118,0.4,1,0.43,4.208151261,F
cdonnelly,chris,donnelly,cknlist,chris,naude,0.222222222,1,0.125,0.1875,0.5,0.230769231,0.63,1,0,3.895491453,F
ceki,ceki,,smrititalwar,smriti,,0.083333333,0.166666667,,0.0625,0.1,,0.44,0.47,0,,F
chrisd,chris,darroch,clcarsen,chris,larsen,0.25,1,0.285714286,0.214285714,0.5,0.153846154,0.66,1,0.54,4.603846154,F
clamprecht,chris,lamprecht,cmedaglia,chris,medaglia,0.1,1,0,0.263157895,0.5,0.235294118,0.1,1,0,3.198452012,F
cnauroth,chris,nauroth,christodd,chris,todd,0.222222222,1,0.142857143,0.294117647,0.5,0.181818182,0.61,1,0,3.951015194,F
davidkarr,karr,david,davidstevenson,stevenson,david,0.357142857,0,1,0.217391304,0,0.5,0.78,0,1,3.854534161,F
davidtonhofer,david,tonhofer,davidkellerman,david,kellerman,0.357142857,1,0,0.296296296,0.5,0.176470588,0.81,1,0.49,4.629909742,F
df,daniel,freudenberger,daniellipofsky,daniel,lipofsky,0.142857143,1,0,0.125,0.5,0.047619048,0.57,1,0.4,3.78547619,F
dtonhofer,david,sa,davidkohn,david,kohn,0.111111111,1,0,0.222222222,0.5,0,0.1,1,0,2.933333333,F
foreggerd,david,foregger,davidnault,david,nault,0,1,0,0.052631579,0.5,0,0.4,1,0,2.952631579,F
hojnacki,michael,hojnacki,mikeschall,michael,schall,0.1,1,0.125,0.277777778,0.5,0.214285714,0.45,1,0,3.667063492,F
jaspreetinc,jaspreet,singh,ashish,ashish,singh,0.272727273,0.25,1,0.176470588,0.142857143,0.5,0.51,0.53,1,4.382055004,F
logjuser,jay,andrews,logjuser,logj,logj,1,0,0,0.5,0.142857143,0,1,0,0,2.642857143,F
mark,mark,anderson,mark,mark,duske,1,1,0.25,0.5,0.5,0.230769231,1,1,0,5.480769231,F
martingainty,martin,gainty,mgainty,martin,gainty,0.583333333,1,1,0.368421053,0.5,0.5,0.68,1,1,6.631754386,T
mburbidg,michael,burbidge,strathound,michael,schaefer,0,1,0,0.166666667,0.5,0.125,0,1,0,2.791666667,F
mbuscher,mark,buscher,markbenussi,mark,benussi,0.181818182,1,0.142857143,0.315789474,0.5,0.285714286,0.1,1,0.1,3.626179084,F
mike,michael,mckibben,michael,michael,duergner,0.428571429,1,0.125,0.272727273,0.5,0.125,0.78,1,0.5,4.731298701,F
otto,otto,frank,aefrank,al,frank,0,0,1,0,0,0.5,0,0,1,2.5,F
patrickghielli,ghielli,patrick,iwelcomespam,patrick,patrick,0.071428571,0,1,0.230769231,0.071428571,0.5,0.49,0.43,1,3.793626374,F
rameshreddy,ramesh,ramesh,rameshrallapalli,ramesh,rgvs,0.4375,1,0.333333333,0.259259259,0.5,0.2,0.81,1,0.65,5.190092593,F
robospork,robert,schultheis,webapache,robert,thille,0.111111111,1,0.3,0.111111111,0.5,0.3125,0.48,1,0.6,4.414722222,F
shyguy,shy,guy,shyguy,kalpeshkumar,soni,1,0.166666667,0,0.5,0.133333333,0,1,0,0,2.8,F
timc,tim,collins,timrobertson,tim,robertson,0.25,1,0.222222222,0.1875,0.5,0.1875,0.77,1,0.48,4.597222222,F
tmaccnj,tom,maccariella,tomcaulkins,tom,caulkins,0.363636364,1,0.181818182,0.277777778,0.5,0.210526316,0.1,1,0,3.633758639,F
tomdz,thomas,dudziak,tsv,thomas,svensen,0.2,1,0,0.125,0.5,0,0.56,1,0,3.385,F
wangxuzheng,kevin,wang,kevinjohnson,kevin,johnson,0.083333333,1,0.142857143,0.173913043,0.5,0.090909091,0.51,1,0.46,3.961012611,F
,yangkun,yangkun,,ysl,ysl,,0.142857143,0.142857143,,0.1,0.1,0,0.54,0.54,,F
ajay,ajay,singh,ajaykumard,ajay,dhanawade,0.4,1,0.111111111,0.285714286,0.5,0.142857143,0.88,1,0,4.31968254,F
andrecs,,carlos,logjuser,,logjuser,0,,0.125,0.2,,0.285714286,0,0,0.63,,F
bwortman,brian,wortman,brian,brian,sutherland,0.5,1,0.2,0.307692308,0.5,0.235294118,0.1,1,0.57,4.412986425,F
cbsmith,christopher,smith,christopherberry,christopher,berry,0.1875,1,0,0.260869565,0.5,0,0.65,1,0,3.598369565,F
dcapwell,david,capwell,drrobison,david,robison,0.111111111,1,0,0.058823529,0.5,0,0.47,1,0,3.139934641,F
deinspanjer,daniel,einspanjer,dan,daniel,heidebrecht,0.272727273,1,0.181818182,0.214285714,0.5,0.19047619,0.65,1,0.59,4.599307359,F
eliot,christopher,eliot,chris,christopher,schultz,0,1,0.142857143,0.1,0.5,0.166666667,0.47,1,0,3.37952381,F
fiddlerpianist,jonathan,whitall,jmhsieh,jonathan,hsieh,0.071428571,1,0.142857143,0.142857143,0.5,0.166666667,0.48,1,0.56,4.063809524,F
ialencar,ivan,alencar,ivnagr,ivan,aguirre,0.375,1,0.142857143,0.285714286,0.5,0.214285714,0.68,1,0.1,4.297857143,F
jappdev,jappdev,jappdev,jappdev,none,none,1,0.142857143,0.142857143,0.5,0.090909091,0.090909091,1,0.46,0.46,3.887532468,F
jf,jason,friedlander,jasonnovotny,jason,novotny,0.083333333,1,0.090909091,0.071428571,0.5,0.055555556,0.57,1,0.41,3.781226551,F
jgleason,jeff,gleason,jbonevic,jeff,bonevich,0.125,1,0.125,0.25,0.5,0.2,0.63,1,0,3.83,F
joejump,joe,joe,yasumoto,joe,smith,0.125,1,0,0.2,0.5,0,0,1,0,2.825,F
john,john,levine,jcollier,john,collier,0.25,1,0.142857143,0.166666667,0.5,0.230769231,0.63,1,0.64,4.56029304,F
jpbarber,james,barber,jlaw,james,law,0.25,1,0.166666667,0.166666667,0.5,0.111111111,0.63,1,0.5,4.324444444,F
kcheng,kevin,cheng,kkruzich,kevin,kruzich,0.125,1,0,0.214285714,0.5,0.166666667,0.49,1,0,3.495952381,F
kencline,ken,cline,kenbaltrinic,ken,baltrinic,0.5,1,0.333333333,0.35,0.5,0.285714286,0.83,1,0,4.799047619,F
logjuser,,logjuserloggingapacheorg,carlospampin,,pampn,0.166666667,,0.083333333,0.2,,0.103448276,0,0,0,,F
logjuser,list,logjusers,logjuser,logjuserjakartaapacheorg,logjuserjakartaapacheorg,1,0.125,0.333333333,0.5,0.107142857,0.242424242,1,0.1,0.84,4.247900433,F
microburn,daniel,enman,marcottedan,daniel,marcotte,0.272727273,1,0,0.25,0.5,0.230769231,0.64,1,0.55,4.443496503,F
psteele,peter,steele,peterparker,peter,parker,0.363636364,1,0,0.277777778,0.5,0.083333333,0.69,1,0.44,4.354747475,F
sarowe,steve,rowe,stevefolly,steve,folly,0.2,1,0.2,0.1875,0.5,0.111111111,0.54,1,0.48,4.218611111,F
sdoherty,scott,doherty,ssmith,scott,smith,0.25,1,0.142857143,0.214285714,0.5,0.166666667,0.56,1,0.4,4.233809524,F
smrititalwar,smriti,,hongcz,,,0,0,,0,0,,0,0,0,,F
stvchu,steve,chu,scohen,steve,cohen,0.166666667,1,0.4,0.25,0.5,0.25,0.7,1,0.72,4.986666667,F
thu,robert,fischer,rbergstrom,robert,bergstrom,0.1,1,0.111111111,0.076923077,0.5,0.1875,0,1,0,2.975534188,F
timwei,tim,weitm,timmulle,tim,mull,0.375,1,0,0.285714286,0.5,0.111111111,0.81,1,0,4.081825397,F
tonykerz,tony,k,skk,sk,k,0.125,0,1,0.090909091,0,0.5,0,0,1,2.715909091,F
user,user,user,user,usergoraapacheorg,usergoraapacheorg,1,0.235294118,0.235294118,0.5,0.19047619,0.19047619,1,0.85,0.85,5.051540616,F
